gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_submitted,is_banked,num_assessments,avg_score,region_East Midlands Region,region_London Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,code_module_BBB,code_module_CCC,code_module_DDD,code_module_EEE,code_module_FFF,code_module_GGG,code_presentation_2013J,code_presentation_2014B,code_presentation_2014J
0,1,4.0,0,0,60,0,2,105.8,0,5,59.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,0,0,60,0,2,103.0,0,5,50.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,7.0,0,0,120,0,1,67.66666666666667,0,3,56.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,1,0,60,0,1,56.66666666666666,0,3,36.333333333333336,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,7.0,0,0,90,0,2,106.4,0,5,75.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,0,0,120,0,1,107.2,0,5,66.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,2.0,0,0,60,1,2,112.4,0,5,76.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,9.0,1,0,60,0,2,100.0,0,5,57.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,6.0,1,0,60,0,2,104.0,0,5,58.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2.0,0,0,60,0,2,107.2,0,5,61.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,9.0,0,0,60,0,1,18.0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,0,0,60,0,2,108.8,0,5,65.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,7.0,1,0,60,0,1,101.4,0,5,61.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2.0,0,0,120,0,2,102.6,0,5,81.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,9.0,0,0,60,0,2,106.2,0,5,50.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,0,0,60,0,1,38.5,0,2,29.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,9.0,1,0,60,0,2,106.8,0,5,51.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,6.0,0,0,60,0,1,19.0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,4.0,1,0,60,1,1,46.66666666666666,0,3,47.66666666666666,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,7.0,0,0,60,0,1,106.6,0,5,51.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,0,0,60,0,2,103.8,0,5,45.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,2,0.0,1,0,60,1,2,106.0,0,5,77.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,9.0,0,0,60,0,2,131.25,0,4,80.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,0,0,60,0,2,105.8,0,5,80.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2.0,1,0,60,0,2,107.2,0,5,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,3.0,1,0,60,0,2,104.2,0,5,41.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1,0,60,1,1,23.5,0,2,69.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,7.0,1,0,120,0,2,108.4,0,5,77.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,0,0,120,0,2,106.0,0,5,71.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0,0,60,0,2,107.0,0,5,39.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,2.0,0,0,60,0,1,81.5,0,2,42.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,7.0,0,0,60,0,2,105.8,0,5,80.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,5.0,0,0,120,0,2,104.8,0,5,68.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,7.0,0,0,120,0,0,101.8,0,5,64.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1,0.0,0,0,60,0,2,106.8,0,5,72.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,7.0,1,0,60,0,1,92.25,0,4,77.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,8.0,1,0,60,0,1,29.0,0,2,87.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0,0,60,0,1,31.0,0,2,79.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,0,0,60,0,1,105.0,0,5,40.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,4.0,1,0,60,0,2,106.6,0,5,68.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,4.0,0,0,60,0,0,106.4,0,5,59.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,4.0,1,0,60,0,2,103.2,0,5,76.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,4.0,1,0,120,0,0,106.4,0,5,63.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2.0,0,0,60,0,2,98.4,0,5,42.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,8.0,1,0,120,0,1,19.0,0,1,100.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,3.0,0,0,60,0,2,103.2,0,5,69.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,4.0,0,0,60,0,2,111.4,0,5,54.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,5.0,0,0,60,0,0,106.4,0,5,67.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0,0,60,0,1,81.0,0,4,54.25,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,3,6.0,1,0,120,0,0,105.4,0,5,69.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,0,0,60,0,2,106.2,0,5,58.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2.0,1,0,60,0,1,64.0,0,3,77.66666666666667,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0,0,60,0,2,106.2,0,5,71.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,7.0,1,0,60,0,1,38.5,0,2,34.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,1,0,60,0,2,108.6,0,5,77.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,0,0,60,0,2,106.4,0,5,70.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1,0,60,0,2,105.2,0,5,80.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,8.0,1,0,60,0,2,108.2,0,5,39.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,2.0,0,0,60,0,0,104.6,0,5,83.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,5.0,1,0,60,0,1,78.5,0,4,52.25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,7.0,0,0,60,0,0,104.2,0,5,56.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0,0,120,0,0,108.4,0,5,83.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,3,7.0,1,0,120,0,0,105.6,0,5,90.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,0,0,120,0,0,107.6,0,5,87.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,2.0,0,0,120,0,0,101.0,0,5,90.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,6.0,0,0,120,0,0,106.2,0,5,58.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,1,0,120,0,0,103.6,0,5,77.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,3.0,0,0,120,0,0,102.4,0,5,84.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,8.0,0,0,60,0,2,117.0,0,5,66.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,7.0,0,0,120,0,2,104.2,0,5,80.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,6.0,1,0,120,0,0,106.2,0,5,87.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,7.0,1,0,120,0,2,105.2,0,5,87.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2.0,1,0,120,0,0,96.8,0,5,86.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,7.0,1,0,60,0,2,104.0,0,5,47.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,3,6.0,0,0,120,0,0,104.2,0,5,89.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,3,3.0,0,0,120,0,0,106.2,0,5,67.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,2,0.0,0,0,120,0,0,104.6,0,5,93.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,1,0,60,0,2,106.8,0,5,39.2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,8.0,1,0,120,0,2,106.0,0,5,81.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,2.0,0,0,60,0,1,18.0,0,1,100.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,3,3.0,0,0,120,0,1,83.0,0,4,79.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,4.0,0,0,120,0,0,99.8,0,5,61.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,1,0,60,0,0,98.8,0,5,71.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,7.0,1,0,60,0,1,8.0,0,1,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,6.0,1,0,120,1,1,72.66666666666667,0,3,94.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,4.0,1,0,60,0,2,104.2,0,5,50.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,1,0.0,1,2,120,0,1,35.63636363636363,5,11,67.72727272727273,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,1,0,60,0,0,106.8,0,5,77.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,3,0.0,1,1,150,1,1,92.16666666666669,0,6,68.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,4.0,1,0,60,0,2,106.6,0,5,75.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,2.0,1,0,60,0,2,105.4,0,5,62.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,1,0,60,0,1,60.0,0,3,50.66666666666666,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,1,0,60,0,0,106.4,0,5,58.6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,6.0,1,0,60,0,0,102.4,0,5,75.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,1,0,60,0,2,105.0,0,5,88.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,1,0,120,0,2,158.6,0,5,61.25,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,3.0,1,0,120,0,2,105.0,0,5,59.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,5.0,1,0,60,1,0,106.0,0,5,82.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,3.0,1,0,180,0,2,107.0,0,5,76.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,4.0,1,1,60,0,1,53.0,0,3,82.66666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,1,0,120,0,2,105.0,0,5,67.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,3.0,1,0,60,0,1,75.75,0,4,49.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,3,6.0,1,1,60,0,2,104.6,0,5,61.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,8.0,1,0,60,0,2,104.2,0,5,57.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,8.0,1,0,60,0,2,103.6,0,5,80.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,4.0,1,0,120,0,0,107.4,0,5,62.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,1,1,60,0,1,38.0,0,2,36.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1,0,60,0,2,103.0,0,5,64.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4,8.0,0,0,60,0,2,103.0,0,5,59.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,0,0,120,0,0,109.2,0,5,58.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,6.0,1,0,60,0,2,98.4,0,5,66.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1,5,60,1,1,22.4,2,5,48.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,8.0,1,2,120,0,2,104.8,0,5,84.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,8.0,1,0,120,0,2,104.0,0,5,79.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1,0,60,0,1,30.0,0,2,24.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,3.0,1,0,60,0,2,105.0,0,5,66.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,1,8.0,1,0,60,0,2,110.4,0,5,69.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,8.0,1,0,60,0,0,103.2,0,5,67.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,4.0,1,0,60,0,2,104.8,0,5,77.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0,0,120,0,2,98.8,0,5,45.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,1,0,60,0,2,104.2,0,5,82.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,1,0,60,0,2,104.2,0,5,61.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2.0,1,0,60,0,0,107.6,0,5,55.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,1,0,60,0,2,106.0,0,5,63.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,1,0,120,0,0,105.0,0,5,82.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,3,5.0,1,0,60,0,2,104.8,0,5,86.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,1,2.0,1,0,60,0,2,96.0,0,5,61.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,4.0,1,0,60,1,1,100.6,0,5,36.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0.0,0,0,60,0,1,76.25,0,4,35.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,2,6.0,1,0,60,0,1,105.4,0,5,78.8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,2.0,0,0,60,0,2,107.0,0,5,71.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,1,0,60,0,1,13.0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,5.0,0,0,60,0,1,35.0,0,2,27.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,6.0,0,0,60,0,2,108.4,0,5,72.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,1,0,120,0,2,99.6,0,5,63.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,1,0,60,0,2,105.2,0,5,66.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,3.0,1,0,120,0,2,110.0,0,5,56.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,5.0,1,0,60,0,2,106.0,0,5,80.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,2.0,1,0,60,0,2,107.4,0,5,80.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,4.0,1,1,60,0,1,34.5,0,2,25.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,0,1,60,0,2,107.2,0,5,73.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,5.0,1,0,120,0,2,102.4,0,5,71.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,5.0,1,0,60,0,2,109.0,0,5,81.25,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,2,4.0,0,0,60,1,1,63.0,0,3,78.33333333333333,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.0,1,2,60,0,1,33.5,0,2,70.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,1,0,60,0,2,111.6,0,5,46.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,4.0,1,0,60,0,2,107.2,0,5,67.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.0,1,0,60,0,1,77.75,0,4,79.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,6.0,1,0,60,0,2,105.0,0,5,65.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,1,3,60,0,2,106.2,0,5,47.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0.0,1,0,60,0,1,41.0,0,2,75.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,8.0,1,0,120,0,1,33.0,0,2,77.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,5.0,1,0,60,0,2,108.2,0,5,62.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,6.0,0,1,60,0,2,112.0,0,5,80.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,1,0,120,0,2,105.8,0,5,72.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,1,9.0,0,1,60,0,1,109.91666666666669,0,12,71.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2.0,1,1,60,0,2,103.0,0,5,75.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0,0,60,0,2,103.0,0,5,54.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,9.0,1,0,150,0,2,96.4,0,5,50.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0,1,60,0,2,104.8,0,5,51.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,1,0,120,1,2,103.6,0,5,75.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,3.0,1,0,60,0,2,106.8,0,5,51.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3,9.0,2,0,120,0,1,59.66666666666666,0,3,46.33333333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,4.0,0,2,60,0,1,19.0,0,1,100.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,7.0,0,0,120,0,2,104.0,0,5,75.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,4.0,1,1,60,0,2,104.4,0,5,81.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,8.0,0,1,120,0,1,70.33333333333333,0,3,92.33333333333331,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2,0.0,1,0,120,0,1,104.8,0,5,53.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,2,7.0,1,1,60,0,2,101.8,0,5,58.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2.0,0,0,120,0,0,102.0,0,5,79.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0,0,120,0,2,104.8,0,5,82.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,8.0,1,1,60,0,0,101.4,0,5,68.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,0,0,60,0,2,104.4,0,5,54.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,2.0,0,0,60,0,2,105.6,0,5,71.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,3.0,0,0,60,0,1,69.33333333333333,0,3,72.33333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,5.0,1,0,60,0,2,106.2,0,5,78.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,3.0,1,0,60,0,2,105.4,0,5,63.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,0,3,60,0,2,122.2,0,5,55.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,3,4.0,1,0,60,0,0,105.6,0,5,71.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0.0,1,0,60,0,2,104.4,0,5,88.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,0.0,0,0,60,1,2,110.2,0,5,41.6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,1,0.0,1,0,60,0,2,102.2,0,5,63.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,0,1,120,0,0,95.66666666666669,0,12,78.58333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,8.0,1,0,60,0,2,108.8,0,5,54.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,3.0,1,5,60,0,2,113.4,0,5,60.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,8.0,1,0,120,0,2,102.0,0,5,55.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,1,3.0,1,0,60,0,0,101.4,0,5,85.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,4.0,1,0,60,0,2,106.4,0,5,74.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,8.0,1,0,75,0,2,100.6,0,5,77.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,6.0,1,0,120,1,2,106.2,0,5,73.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,5.0,1,0,60,0,1,106.2,0,5,64.4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,3,3.0,0,0,120,0,0,106.8,0,5,92.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,2,2.0,0,0,30,0,1,44.5,0,2,31.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1,2,5.0,0,0,90,0,0,128.55555555555554,0,9,89.33333333333331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,4.0,0,0,60,0,2,116.46153846153848,0,13,80.61538461538461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,4.0,0,0,60,0,2,116.46153846153848,0,13,80.61538461538461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3,9.0,1,0,60,0,2,117.30769230769229,0,13,72.38461538461539,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3,9.0,1,0,60,0,2,117.30769230769229,0,13,72.38461538461539,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,3,6.0,1,0,60,0,0,127.0,0,9,93.55555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,2,2.0,0,0,120,0,2,133.4,0,5,70.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
