code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,disability,label,sum_clicks,avg_clicks_per_day,avg_score,num_assessments,num_passed_assessments,exam_score
CCC,2014B,598924,M,North Region,A Level or Equivalent,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,599263,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,N,0,391.0,2.6780821917808217,45.0,6.0,4.0,0.0
CCC,2014B,599275,M,Scotland,A Level or Equivalent,90-100%,0-35,0,N,0,854.0,4.145631067961165,69.25,8.0,7.0,26.0
CCC,2014B,599341,M,Scotland,A Level or Equivalent,50-60%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,599542,M,Scotland,Lower Than A Level,10-20,0-35,0,N,0,334.0,3.7954545454545454,50.0,1.0,1.0,0.0
CCC,2014B,599547,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,599615,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,Y,0,35.0,1.75,0.0,0.0,0.0,0.0
CCC,2014B,599857,M,Scotland,Lower Than A Level,20-30%,35-55,0,N,1,1538.0,3.14519427402863,68.33333333333333,9.0,9.0,68.0
CCC,2014B,599893,M,South Region,A Level or Equivalent,70-80%,0-35,0,N,0,135.0,7.105263157894737,0.0,0.0,0.0,0.0
CCC,2014B,599902,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,N,0,52.0,3.0588235294117645,0.0,0.0,0.0,0.0
CCC,2014B,599937,F,Wales,Lower Than A Level,30-40%,0-35,0,N,0,127.0,2.5918367346938775,0.0,1.0,0.0,0.0
CCC,2014B,599942,M,Wales,A Level or Equivalent,0-10%,0-35,0,N,0,117.0,3.5454545454545454,0.0,0.0,0.0,0.0
CCC,2014B,599958,F,South East Region,HE Qualification,40-50%,0-35,0,N,1,6698.0,5.274015748031496,75.0,9.0,9.0,68.0
CCC,2014B,599986,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,600073,M,Ireland,A Level or Equivalent,0,0-35,0,N,1,2060.0,2.470023980815348,86.55555555555556,9.0,9.0,82.0
CCC,2014B,600094,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,N,0,118.0,2.8095238095238093,54.75,4.0,3.0,0.0
CCC,2014B,600142,M,Wales,A Level or Equivalent,60-70%,0-35,0,N,0,425.0,3.828828828828829,31.0,3.0,1.0,0.0
CCC,2014B,600181,M,East Midlands Region,HE Qualification,70-80%,0-35,0,N,0,244.0,6.1,20.0,1.0,0.0,0.0
CCC,2014B,600335,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,N,1,1987.0,4.19198312236287,65.11111111111111,9.0,9.0,58.0
CCC,2014B,600436,F,West Midlands Region,HE Qualification,20-30%,0-35,0,Y,0,116.0,2.1481481481481484,0.0,0.0,0.0,0.0
CCC,2014B,600509,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,N,0,84.0,2.1,0.0,0.0,0.0,0.0
CCC,2014B,600547,M,North Western Region,A Level or Equivalent,10-20,35-55,0,N,0,1509.0,4.002652519893899,69.66666666666667,3.0,3.0,0.0
CCC,2014B,600632,M,South Region,Lower Than A Level,40-50%,0-35,0,N,1,4052.0,4.767058823529411,96.4,5.0,5.0,90.0
CCC,2014B,600814,M,South West Region,Lower Than A Level,30-40%,35-55,0,N,0,217.0,2.8181818181818183,0.0,0.0,0.0,0.0
CCC,2014B,600859,M,Scotland,HE Qualification,20-30%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,600879,M,South Region,A Level or Equivalent,80-90%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,600938,M,Scotland,HE Qualification,60-70%,0-35,0,N,0,328.0,3.2475247524752477,10.0,1.0,0.0,0.0
CCC,2014B,600945,M,Scotland,A Level or Equivalent,90-100%,0-35,0,N,1,1671.0,3.50314465408805,73.11111111111111,9.0,9.0,44.0
CCC,2014B,600975,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,N,0,144.0,2.2153846153846155,10.0,1.0,0.0,0.0
CCC,2014B,600987,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,N,1,580.0,2.672811059907834,62.333333333333336,9.0,8.0,44.0
CCC,2014B,601021,M,Ireland,HE Qualification,20-30%,0-35,0,N,0,178.0,2.1707317073170733,64.0,1.0,1.0,0.0
CCC,2014B,601175,M,South West Region,A Level or Equivalent,70-80%,0-35,0,N,0,204.0,3.923076923076923,17.0,2.0,0.0,0.0
CCC,2014B,601224,M,Scotland,HE Qualification,90-100%,0-35,0,N,1,1733.0,3.800438596491228,69.77777777777777,9.0,9.0,42.0
CCC,2014B,601550,F,South Region,A Level or Equivalent,70-80%,35-55,0,N,1,1931.0,4.575829383886256,75.4,5.0,5.0,52.0
CCC,2014B,601731,M,London Region,A Level or Equivalent,30-40%,0-35,0,N,0,1.0,1.0,0.0,0.0,0.0,0.0
CCC,2014B,601757,M,Scotland,HE Qualification,90-100%,35-55,0,N,0,221.0,2.9078947368421053,50.0,1.0,1.0,0.0
CCC,2014B,601872,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,N,1,2005.0,3.916015625,79.66666666666667,6.0,6.0,64.0
CCC,2014B,601949,M,Scotland,HE Qualification,40-50%,35-55,0,N,1,1403.0,4.020057306590258,46.888888888888886,9.0,7.0,40.0
CCC,2014B,602030,M,Scotland,Lower Than A Level,60-70%,0-35,0,N,0,930.0,2.5761772853185594,40.666666666666664,3.0,2.0,0.0
CCC,2014B,602042,M,North Region,Post Graduate Qualification,0,35-55,0,N,1,1236.0,3.2440944881889764,99.33333333333333,9.0,9.0,100.0
CCC,2014B,602107,M,London Region,HE Qualification,80-90%,0-35,0,N,0,373.0,3.656862745098039,65.66666666666667,3.0,3.0,0.0
CCC,2014B,602133,M,South West Region,A Level or Equivalent,60-70%,0-35,0,N,1,1820.0,3.5546875,79.0,6.0,6.0,86.0
CCC,2014B,602150,M,London Region,A Level or Equivalent,20-30%,0-35,0,N,0,6.0,3.0,0.0,0.0,0.0,0.0
CCC,2014B,602269,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,N,0,291.0,3.269662921348315,69.8,5.0,5.0,0.0
CCC,2014B,602398,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,N,0,292.0,4.5625,60.0,1.0,1.0,0.0
CCC,2014B,602585,M,Scotland,A Level or Equivalent,80-90%,0-35,0,N,0,125.0,2.6595744680851063,0.0,0.0,0.0,0.0
CCC,2014B,602703,M,South East Region,A Level or Equivalent,50-60%,0-35,0,N,0,436.0,3.1142857142857143,39.666666666666664,3.0,2.0,0.0
CCC,2014B,602718,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,N,0,734.0,2.8449612403100777,46.888888888888886,9.0,7.0,34.0
CCC,2014B,602891,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,Y,0,63.0,1.9090909090909092,0.0,0.0,0.0,0.0
CCC,2014B,602902,F,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,N,1,1758.0,4.542635658914729,75.22222222222223,9.0,9.0,44.0
CCC,2014B,602913,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,N,1,498.0,3.890625,66.88888888888889,9.0,8.0,56.0
CCC,2014B,603053,M,Scotland,A Level or Equivalent,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,603222,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,N,0,164.0,4.0,41.0,2.0,1.0,0.0
CCC,2014B,603239,M,Wales,Lower Than A Level,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,603477,M,East Anglian Region,HE Qualification,70-80%,0-35,0,N,1,1227.0,3.237467018469657,59.111111111111114,9.0,9.0,66.0
CCC,2014B,603498,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,N,0,17.0,2.4285714285714284,0.0,0.0,0.0,0.0
CCC,2014B,603639,M,North Western Region,A Level or Equivalent,50-60%,0-35,0,N,0,2091.0,4.35625,81.25,4.0,4.0,0.0
CCC,2014B,603791,M,Scotland,Lower Than A Level,20-30%,0-35,0,N,0,17.0,1.7,0.0,0.0,0.0,0.0
CCC,2014B,603832,M,South West Region,A Level or Equivalent,40-50%,0-35,0,N,0,1192.0,3.4154727793696273,27.25,4.0,2.0,0.0
CCC,2014B,603859,M,South Region,HE Qualification,60-70%,0-35,0,N,1,1061.0,2.6525,82.2,5.0,5.0,84.0
CCC,2014B,603999,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,604078,M,South West Region,A Level or Equivalent,80-90%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,604164,M,West Midlands Region,A Level or Equivalent,0,35-55,0,N,0,1278.0,2.6514522821576763,64.0,5.0,4.0,0.0
CCC,2014B,604480,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,604517,M,Scotland,Lower Than A Level,60-70%,0-35,0,N,1,1280.0,4.1558441558441555,66.0,9.0,9.0,48.0
CCC,2014B,604559,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,604571,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,N,1,446.0,3.5118110236220472,69.5,6.0,5.0,68.0
CCC,2014B,604643,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,N,0,50.0,2.380952380952381,0.0,0.0,0.0,0.0
CCC,2014B,604655,M,Wales,A Level or Equivalent,70-80%,0-35,0,Y,0,68.0,1.837837837837838,47.0,2.0,1.0,0.0
CCC,2014B,604665,M,London Region,HE Qualification,30-40%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,604723,M,South Region,A Level or Equivalent,90-100%,0-35,0,N,1,277.0,2.9468085106382977,85.57142857142857,7.0,7.0,96.0
CCC,2014B,604906,M,South Region,Lower Than A Level,70-80%,0-35,0,N,0,72.0,3.4285714285714284,0.0,0.0,0.0,0.0
CCC,2014B,604997,F,Scotland,HE Qualification,70-80%,0-35,0,N,1,578.0,2.6153846153846154,76.42857142857143,7.0,7.0,68.0
CCC,2014B,605130,M,Scotland,HE Qualification,10-20,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,605144,M,Scotland,HE Qualification,80-90%,0-35,0,N,1,1333.0,4.428571428571429,72.66666666666667,9.0,8.0,84.0
CCC,2014B,605180,M,North Region,A Level or Equivalent,10-20,0-35,0,N,0,272.0,3.7777777777777777,45.0,2.0,1.0,0.0
CCC,2014B,605266,F,London Region,A Level or Equivalent,40-50%,0-35,0,N,1,2100.0,4.150197628458498,86.0,9.0,9.0,100.0
CCC,2014B,605571,F,Scotland,HE Qualification,70-80%,35-55,0,N,1,4601.0,4.32018779342723,89.44444444444444,9.0,9.0,74.0
CCC,2014B,605688,M,South Region,A Level or Equivalent,30-40%,35-55,0,N,1,1790.0,4.2018779342723,86.55555555555556,9.0,9.0,96.0
CCC,2014B,605703,M,London Region,A Level or Equivalent,40-50%,0-35,0,N,1,754.0,2.4884488448844886,85.22222222222223,9.0,9.0,94.0
CCC,2014B,605926,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,606025,M,North Western Region,Lower Than A Level,0-10%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,606127,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,N,0,351.0,4.743243243243243,0.0,0.0,0.0,0.0
CCC,2014B,606205,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,606206,M,Scotland,A Level or Equivalent,50-60%,0-35,0,N,0,438.0,1.972972972972973,87.4,5.0,5.0,0.0
CCC,2014B,606282,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,Y,1,897.0,4.354368932038835,68.5,6.0,6.0,62.0
CCC,2014B,606300,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,606350,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,N,0,145.0,4.393939393939394,40.0,1.0,1.0,0.0
CCC,2014B,606417,M,South Region,A Level or Equivalent,90-100%,0-35,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,606444,F,North Western Region,Lower Than A Level,40-50%,0-35,0,N,1,1240.0,2.551440329218107,90.77777777777777,9.0,9.0,96.0
CCC,2014B,606663,M,South West Region,A Level or Equivalent,60-70%,35-55,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,606665,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,N,0,1004.0,2.6916890080428955,47.888888888888886,9.0,5.0,32.0
CCC,2014B,606724,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,N,1,1518.0,3.1823899371069184,69.88888888888889,9.0,9.0,66.0
CCC,2014B,606828,M,West Midlands Region,Lower Than A Level,0,0-35,0,N,0,76.0,2.111111111111111,0.0,0.0,0.0,0.0
CCC,2014B,606930,M,South Region,Lower Than A Level,90-100%,0-35,0,N,0,58.0,2.0,0.0,0.0,0.0,0.0
CCC,2014B,607052,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,N,1,1090.0,3.323170731707317,82.22222222222223,9.0,9.0,78.0
CCC,2014B,607060,F,South Region,A Level or Equivalent,90-100%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607061,M,Scotland,A Level or Equivalent,20-30%,0-35,0,N,1,592.0,2.678733031674208,90.11111111111111,9.0,9.0,96.0
CCC,2014B,607063,F,North Region,A Level or Equivalent,0,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607411,F,London Region,A Level or Equivalent,50-60%,0-35,0,Y,0,314.0,3.783132530120482,72.0,2.0,2.0,0.0
CCC,2014B,607413,M,East Anglian Region,HE Qualification,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607442,M,North Region,Lower Than A Level,10-20,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607609,M,London Region,Lower Than A Level,10-20,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607636,M,Wales,A Level or Equivalent,60-70%,0-35,0,N,1,945.0,3.3274647887323945,51.25,8.0,5.0,46.0
CCC,2014B,607703,M,Scotland,Lower Than A Level,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607835,M,South Region,A Level or Equivalent,80-90%,0-35,0,N,1,1267.0,2.5441767068273093,87.77777777777777,9.0,9.0,88.0
CCC,2014B,607896,M,London Region,A Level or Equivalent,30-40%,0-35,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,607927,F,North Western Region,Lower Than A Level,30-40%,0-35,0,N,0,615.0,3.6607142857142856,36.166666666666664,6.0,2.0,0.0
CCC,2014B,607966,F,North Region,A Level or Equivalent,10-20,0-35,0,N,0,111.0,3.264705882352941,66.0,2.0,2.0,0.0
CCC,2014B,608130,M,South West Region,Lower Than A Level,50-60%,35-55,0,N,0,686.0,2.0725075528700905,18.666666666666668,3.0,0.0,0.0
CCC,2014B,608152,F,Scotland,HE Qualification,90-100%,0-35,0,N,0,786.0,3.0823529411764707,47.55555555555556,9.0,6.0,24.0
CCC,2014B,608243,M,South Region,A Level or Equivalent,80-90%,0-35,0,N,1,920.0,3.565891472868217,75.44444444444444,9.0,9.0,76.0
CCC,2014B,608464,M,North Western Region,Lower Than A Level,40-50%,0-35,0,N,1,1171.0,3.1734417344173442,80.16666666666667,6.0,6.0,72.0
CCC,2014B,608472,M,North Western Region,Lower Than A Level,50-60%,0-35,0,N,0,507.0,3.840909090909091,33.333333333333336,3.0,1.0,0.0
CCC,2014B,608504,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,N,0,1181.0,6.383783783783784,48.0,5.0,3.0,0.0
CCC,2014B,608549,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,608577,M,North Region,HE Qualification,0,35-55,0,N,0,386.0,3.5090909090909093,80.0,4.0,4.0,0.0
CCC,2014B,608643,M,North Region,HE Qualification,40-50%,0-35,0,N,0,54.0,1.7419354838709677,0.0,0.0,0.0,0.0
CCC,2014B,608735,F,South Region,HE Qualification,90-100%,0-35,0,N,1,711.0,3.174107142857143,64.0,4.0,4.0,74.0
CCC,2014B,608750,M,London Region,A Level or Equivalent,60-70%,0-35,0,N,0,23.0,1.3529411764705883,0.0,0.0,0.0,0.0
CCC,2014B,608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,N,0,685.0,3.6052631578947367,59.125,8.0,7.0,34.0
CCC,2014B,608904,M,North Region,Post Graduate Qualification,0,35-55,0,N,1,2049.0,3.113981762917933,97.11111111111111,9.0,9.0,96.0
CCC,2014B,608923,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,N,0,6.0,1.2,0.0,0.0,0.0,0.0
CCC,2014B,609025,M,London Region,Lower Than A Level,90-100%,35-55,0,N,0,367.0,2.3986928104575163,90.0,2.0,2.0,0.0
CCC,2014B,609045,M,Wales,HE Qualification,10-20,0-35,0,N,1,578.0,2.48068669527897,83.14285714285714,7.0,7.0,72.0
CCC,2014B,609192,M,Scotland,Lower Than A Level,80-90%,0-35,0,N,0,368.0,2.746268656716418,66.5,2.0,2.0,0.0
CCC,2014B,609229,M,Ireland,A Level or Equivalent,0,35-55,0,N,1,5627.0,4.056957462148522,98.0,9.0,9.0,96.0
CCC,2014B,609241,F,West Midlands Region,HE Qualification,20-30%,35-55,0,N,0,7.0,1.1666666666666667,0.0,0.0,0.0,0.0
CCC,2014B,609383,M,South Region,Lower Than A Level,60-70%,0-35,0,N,0,226.0,3.095890410958904,60.0,1.0,1.0,0.0
CCC,2014B,609450,M,Scotland,HE Qualification,40-50%,0-35,0,N,0,70.0,3.3333333333333335,10.0,1.0,0.0,0.0
CCC,2014B,609489,M,North Western Region,HE Qualification,30-40%,0-35,0,N,0,369.0,4.92,28.0,2.0,1.0,0.0
CCC,2014B,609515,M,Scotland,A Level or Equivalent,20-30%,0-35,0,N,1,926.0,2.0950226244343892,80.55555555555556,9.0,9.0,88.0
CCC,2014B,609602,M,South Region,A Level or Equivalent,50-60%,0-35,0,N,1,2233.0,4.907692307692308,97.6,5.0,5.0,94.0
CCC,2014B,609605,M,Wales,HE Qualification,70-80%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,609645,M,South Region,A Level or Equivalent,90-100%,0-35,0,N,0,1633.0,3.754022988505747,39.666666666666664,9.0,5.0,26.0
CCC,2014B,609828,F,South West Region,A Level or Equivalent,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,610099,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,N,1,2002.0,4.835748792270532,65.71428571428571,7.0,7.0,60.0
CCC,2014B,610158,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,N,0,15.0,1.875,0.0,0.0,0.0,0.0
CCC,2014B,610234,M,Scotland,HE Qualification,50-60%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,610287,M,East Anglian Region,HE Qualification,80-90%,0-35,0,N,0,485.0,3.7022900763358777,76.66666666666667,6.0,6.0,0.0
CCC,2014B,610391,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,N,0,2155.0,3.9613970588235294,91.33333333333333,3.0,3.0,0.0
CCC,2014B,610575,M,West Midlands Region,HE Qualification,40-50%,0-35,0,N,1,1556.0,3.1244979919678717,65.875,8.0,7.0,44.0
CCC,2014B,610577,M,North Region,Lower Than A Level,0,0-35,0,N,0,133.0,4.03030303030303,40.0,1.0,1.0,0.0
CCC,2014B,610718,M,North Region,Lower Than A Level,40-50%,0-35,0,N,0,10.0,1.6666666666666667,0.0,0.0,0.0,0.0
CCC,2014B,610831,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,611062,M,South West Region,A Level or Equivalent,20-30%,0-35,0,N,0,209.0,3.3174603174603177,20.0,1.0,0.0,0.0
CCC,2014B,611176,M,Ireland,Lower Than A Level,0,35-55,0,N,1,681.0,3.0401785714285716,86.6,5.0,5.0,86.0
CCC,2014B,611260,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,N,1,1341.0,4.382352941176471,69.375,8.0,8.0,80.0
CCC,2014B,611402,M,South Region,HE Qualification,70-80%,35-55,0,N,1,1439.0,4.042134831460674,45.25,8.0,5.0,46.0
CCC,2014B,611750,M,Scotland,A Level or Equivalent,40-50%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,611865,M,London Region,A Level or Equivalent,50-60%,0-35,0,N,0,29.0,1.9333333333333333,0.0,0.0,0.0,0.0
CCC,2014B,612023,M,South Region,Lower Than A Level,30-40%,0-35,0,N,0,843.0,4.11219512195122,46.666666666666664,3.0,3.0,0.0
CCC,2014B,612119,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,N,1,1276.0,4.64,81.44444444444444,9.0,8.0,70.0
CCC,2014B,612124,M,South East Region,A Level or Equivalent,70-80%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,612287,M,Wales,Lower Than A Level,30-40%,0-35,0,N,0,90.0,3.9130434782608696,20.0,1.0,0.0,0.0
CCC,2014B,612381,F,East Anglian Region,HE Qualification,30-40%,35-55,0,N,0,576.0,3.3294797687861273,84.0,1.0,1.0,0.0
CCC,2014B,612397,M,South East Region,Lower Than A Level,50-60%,35-55,0,N,0,151.0,3.5952380952380953,30.0,1.0,0.0,0.0
CCC,2014B,612644,M,South West Region,A Level or Equivalent,10-20,0-35,0,N,1,612.0,3.122448979591837,74.5,8.0,8.0,58.0
CCC,2014B,612673,M,Wales,A Level or Equivalent,20-30%,0-35,0,N,0,311.0,5.271186440677966,63.5,2.0,2.0,0.0
CCC,2014B,612805,M,South East Region,HE Qualification,30-40%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,612814,M,London Region,A Level or Equivalent,20-30%,0-35,0,N,1,2198.0,2.754385964912281,97.66666666666667,9.0,9.0,100.0
CCC,2014B,612822,M,North Western Region,Lower Than A Level,0-10%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,612860,M,South Region,A Level or Equivalent,50-60%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,612882,M,East Anglian Region,HE Qualification,20-30%,0-35,0,N,0,253.0,3.011904761904762,84.0,3.0,3.0,0.0
CCC,2014B,613116,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,N,0,26.0,4.333333333333333,0.0,0.0,0.0,0.0
CCC,2014B,613120,M,London Region,A Level or Equivalent,20-30%,35-55,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,613133,M,North Region,Post Graduate Qualification,0,0-35,0,N,1,2134.0,3.4419354838709677,93.44444444444444,9.0,9.0,94.0
CCC,2014B,613280,F,London Region,HE Qualification,20-30%,0-35,0,N,0,2.0,1.0,0.0,0.0,0.0,0.0
CCC,2014B,613310,M,Ireland,A Level or Equivalent,80-90%,0-35,0,N,0,366.0,3.128205128205128,95.4,5.0,5.0,0.0
CCC,2014B,613387,M,North Region,HE Qualification,80-90%,0-35,0,N,0,21.0,1.5,0.0,0.0,0.0,0.0
CCC,2014B,613390,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,613417,M,Wales,Lower Than A Level,10-20,0-35,0,N,0,80.0,3.6363636363636362,0.0,0.0,0.0,0.0
CCC,2014B,613441,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,N,0,141.0,4.147058823529412,20.0,1.0,0.0,0.0
CCC,2014B,613447,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,613461,M,Scotland,Lower Than A Level,90-100%,0-35,0,N,0,1139.0,3.3206997084548107,65.77777777777777,9.0,7.0,38.0
CCC,2014B,613501,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,N,1,1296.0,4.235294117647059,73.85714285714286,7.0,7.0,68.0
CCC,2014B,613873,M,South East Region,Lower Than A Level,90-100%,0-35,0,N,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,614059,M,South Region,HE Qualification,90-100%,35-55,0,Y,1,701.0,3.171945701357466,63.75,8.0,8.0,48.0
CCC,2014B,614263,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,N,0,99.0,2.911764705882353,70.0,1.0,1.0,0.0
CCC,2014B,614265,M,South Region,Lower Than A Level,50-60%,35-55,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,614345,F,North Western Region,Lower Than A Level,0-10%,0-35,0,N,0,215.0,11.31578947368421,0.0,1.0,0.0,0.0
CCC,2014B,614477,F,South Region,A Level or Equivalent,70-80%,0-35,0,N,0,2177.0,3.8530973451327433,59.111111111111114,9.0,8.0,34.0
CCC,2014B,614733,M,London Region,No Formal quals,0-10%,0-35,0,N,0,252.0,2.4466019417475726,14.0,1.0,0.0,0.0
CCC,2014B,614804,M,Scotland,A Level or Equivalent,0-10%,0-35,0,Y,0,530.0,2.864864864864865,66.0,5.0,4.0,0.0
CCC,2014B,614844,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,N,1,3274.0,5.693913043478261,93.4,5.0,5.0,100.0
CCC,2014B,614952,M,London Region,Lower Than A Level,10-20,0-35,0,N,0,175.0,3.125,0.0,1.0,0.0,0.0
CCC,2014B,615031,F,South East Region,Lower Than A Level,70-80%,0-35,0,N,1,987.0,4.045081967213115,83.2,5.0,5.0,68.0
CCC,2014B,615229,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,Y,1,3422.0,5.940972222222222,71.125,8.0,7.0,48.0
CCC,2014B,615246,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,N,0,168.0,2.847457627118644,30.0,1.0,0.0,0.0
CCC,2014B,615249,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,N,1,777.0,3.7,65.375,8.0,7.0,64.0
CCC,2014B,615321,F,South Region,HE Qualification,50-60%,35-55,0,N,0,72.0,3.789473684210526,20.0,1.0,0.0,0.0
CCC,2014B,615407,M,Scotland,HE Qualification,90-100%,0-35,0,N,0,36.0,2.0,0.0,0.0,0.0,0.0
CCC,2014B,615437,M,East Anglian Region,HE Qualification,10-20,0-35,0,N,1,3729.0,5.9096671949286845,81.8,5.0,5.0,80.0
CCC,2014B,616333,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,Y,0,0.0,0.0,0.0,0.0,0.0,0.0
CCC,2014B,616334,M,North Region,Lower Than A Level,50-60%,0-35,0,N,0,222.0,2.674698795180723,28.0,1.0,0.0,0.0
